Primary Cell Line Name,Compound,ActArea
HOS,PLX4720,0.1291
HPAC,PLX4720,0.8802
HPAF-II,PLX4720,0.2772
Hs 229.T,PLX4720,0.1002
Hs 294T,PLX4720,0.6301
Hs 578T,PLX4720,0.3128
Hs 683,PLX4720,0.1648
Hs 695T,PLX4720,0.752
Hs 729,PLX4720,0.2016
Hs 739.T,PLX4720,0.3302
Hs 746T,PLX4720,0.2152
Hs 766T,PLX4720,0.09305
Hs 840.T,PLX4720,0.186
Hs 852.T,PLX4720,0.1203
Hs 895.T,PLX4720,1.198
Hs 936.T,PLX4720,0.5499
Hs 939.T,PLX4720,1.2778
Hs 944.T,PLX4720,0.7113
HSC-2,PLX4720,0.2626
HT,PLX4720,0
HT-1080,PLX4720,0.07934
HT-1197,PLX4720,0
HT-1376,PLX4720,0.5576
HT-144,PLX4720,2.267
HT-29,PLX4720,1.6266
HuCCT1,PLX4720,0.2696
huH-1,PLX4720,0.09978
HUP-T3,PLX4720,0.1687
HUP-T4,PLX4720,0
HuT 78,PLX4720,0.109
IA-LM,PLX4720,0.3496
IGR-37,PLX4720,2.2723
IGR-39,PLX4720,0.187
IM95,PLX4720,1.0346
IMR-32,PLX4720,0.9383
IPC-298,PLX4720,0.5122
Ishikawa (Heraklio) 02 ER-,PLX4720,0.6903
IST-MES1,PLX4720,0.04503
IST-MES2,PLX4720,1.2888
J82,PLX4720,0.05758
JHH-2,PLX4720,0.2102
JHH-4,PLX4720,0.7605
JHH-5,PLX4720,0.06765
JHH-6,PLX4720,0.05661
JHH-7,PLX4720,0.8328
JHOS-2,PLX4720,0.6494
JHOS-4,PLX4720,0.2998
JHUEM-2,PLX4720,0.5751
JM1,PLX4720,0
JMSU-1,PLX4720,0.5902
JURKAT,PLX4720,1.4195
JVM-3,PLX4720,1.7807
K029AX,PLX4720,1.433
KALS-1,PLX4720,0.615
KARPAS-299,PLX4720,0.1536
KARPAS-422,PLX4720,0
KARPAS-620,PLX4720,0.4897
KASUMI-2,PLX4720,0.6096
KCI-MOH1,PLX4720,0.06695
KCL-22,PLX4720,0.3954
KE-39,PLX4720,0
KE-97,PLX4720,0.828
KELLY,PLX4720,0.2889
KG-1,PLX4720,0.6241
KHM-1B,PLX4720,0.2295
KLE,PLX4720,0.3276
KMBC-2,PLX4720,0
KMM-1,PLX4720,0.1556
KMRC-1,PLX4720,0.2211
KMRC-2,PLX4720,0.5086
KMS-11,PLX4720,0.5022
KMS-12-BM,PLX4720,0.4044
KMS-26,PLX4720,0.02725
KMS-34,PLX4720,1.258
KNS-42,PLX4720,0.5032
KNS-60,PLX4720,0.01322
KNS-62,PLX4720,0.2596
KNS-81,PLX4720,0.3015
KO52,PLX4720,0.6209
KP-1N,PLX4720,0.3499
KP-1NL,PLX4720,0.04909
KP-3,PLX4720,0.5426
KP4,PLX4720,0.1093
KP-N-SI9s,PLX4720,0.7281
KU812,PLX4720,0.1505
KURAMOCHI,PLX4720,0.5705
KYM-1,PLX4720,0.1605
KYSE-140,PLX4720,0.4187
KYSE-150,PLX4720,0.1422
KYSE-180,PLX4720,0.5049
KYSE-30,PLX4720,0.8567
KYSE-410,PLX4720,0.09375
KYSE-450,PLX4720,0.3734
KYSE-510,PLX4720,0.4983
KYSE-520,PLX4720,0.2625
KYSE-70,PLX4720,0.7607
L3.3,PLX4720,0.3614
L-363,PLX4720,0.9127
L-428,PLX4720,0.6253
LC-1/sq-SF,PLX4720,0.08837
LCLC-103H,PLX4720,0.08282
LN-229,PLX4720,0.1665
LOU-NH91,PLX4720,1.1699
LOX IMVI,PLX4720,1.0243
LP-1,PLX4720,0.3489
LS123,PLX4720,0.5484
LS411N,PLX4720,2.1759
LS513,PLX4720,0.2252
LU99,PLX4720,0.6577
LUDLU-1,PLX4720,0.1109
M059J,PLX4720,0.1809
Malme-3M,PLX4720,3.0335
MB 157,PLX4720,0.7368
MC116,PLX4720,0.04864
MCAS,PLX4720,0
MCF7,PLX4720,0.5813
MDA-MB-157,PLX4720,0.0486
MDA-MB-175-VII,PLX4720,0.3373
MDA-MB-415,PLX4720,0.05878
MDA-MB-435S,PLX4720,1.7858
MDA-MB-436,PLX4720,0.07696
MDA-MB-453,PLX4720,0.1361
MDA-MB-468,PLX4720,0.1516
MEC-1,PLX4720,0.7567
MEG-01,PLX4720,0.5659
MEL-HO,PLX4720,2.9418
MES-SA,PLX4720,0.02023
MeWo,PLX4720,0.1847
MFE-280,PLX4720,0.1392
MFE-296,PLX4720,0.3759
MFE-319,PLX4720,0
MG-63,PLX4720,0.1757
MHH-ES-1,PLX4720,0.9013
MIA PaCa-2,PLX4720,0.1083
Mino,PLX4720,0.6648
MJ,PLX4720,0.06624
MKN-45,PLX4720,0.0819
MKN7,PLX4720,0.3992
MKN74,PLX4720,0.05401
MOG-G-CCM,PLX4720,0.1972
MOLP-8,PLX4720,0.333
MOLT-16,PLX4720,1.8282
MONO-MAC-1,PLX4720,1.403
MOR/CPR,PLX4720,0
MPP 89,PLX4720,0.06749
MSTO-211H,PLX4720,0.8892
NCI-H1048,PLX4720,0.0554
NCI-H1092,PLX4720,0.06505
NCI-H1155,PLX4720,0.581
NCI-H1184,PLX4720,0.136
NCI-H1299,PLX4720,0.5758
NCI-H1339,PLX4720,0.3552
NCI-H1341,PLX4720,0.03845
NCI-H1355,PLX4720,0.5632
NCI-H1373,PLX4720,0.4231
NCI-H1563,PLX4720,0.03817
NCI-H1568,PLX4720,0.9667
NCI-H1573,PLX4720,0.547
NCI-H1581,PLX4720,0.01726
NCI-H1648,PLX4720,0.9942
NCI-H1650,PLX4720,0.3035
NCI-H1651,PLX4720,0.03442
NCI-H1666,PLX4720,0.2637
NCI-H1693,PLX4720,0.1419
NCI-H1694,PLX4720,0.1221
NCI-H1703,PLX4720,0.9735
NCI-H1792,PLX4720,0.4574
NCI-H1793,PLX4720,0.02881
NCI-H1869,PLX4720,0.5941
NCI-H1915,PLX4720,0.1486
NCI-H1944,PLX4720,0.03804
NCI-H1975,PLX4720,0.06596
NCI-H2009,PLX4720,0.4112
NCI-H2023,PLX4720,0
NCI-H2030,PLX4720,0.2542
NCI-H2052,PLX4720,0.2665
NCI-H2085,PLX4720,0.6078
NCI-H2087,PLX4720,0.7931
NCI-H211,PLX4720,0.2859
NCI-H2122,PLX4720,0.8008
NCI-H2170,PLX4720,0.01563
NCI-H2172,PLX4720,0.7171
NCI-H2228,PLX4720,0.1109
NCI-H226,PLX4720,0
NCI-H2286,PLX4720,1.2174
NCI-H23,PLX4720,1.1365
NCI-H2444,PLX4720,0.1747
NCI-H2452,PLX4720,0.7483
NCI-H28,PLX4720,0.161
NCI-H322,PLX4720,0.02021
NCI-H3255,PLX4720,0.1538
NCI-H358,PLX4720,0.7734
NCI-H441,PLX4720,0.1424
NCI-H460,PLX4720,0.1837
NCI-H520,PLX4720,0.07222
NCI-H522,PLX4720,0
NCI-H647,PLX4720,0.3382
NCI-H650,PLX4720,0.03584
NCI-H661,PLX4720,0.3142
NCI-H727,PLX4720,0.1817
NCI-H747,PLX4720,0.1485
NCI-H810,PLX4720,0.2752
NCI-N87,PLX4720,0.6974
NCO2,PLX4720,1.7843
NIH:OVCAR-3,PLX4720,0.3427
NUGC-3,PLX4720,0.8798
NUGC-4,PLX4720,0
OC 314,PLX4720,0.06317
OC 315,PLX4720,0.04294
OC 316,PLX4720,0.1927
OCI-AML2,PLX4720,0.9367
OCI-AML5,PLX4720,1.1923
OCI-LY10,PLX4720,0.06938
OCUM-1,PLX4720,0.1104
OE21,PLX4720,0.2198
OE33,PLX4720,0.4093
ONCO-DG-1,PLX4720,0.396
ONS-76,PLX4720,0.1695
OPM-2,PLX4720,0.09389
OV-90,PLX4720,0.1413
OVCAR-4,PLX4720,0
OVCAR-8,PLX4720,0.1871
OVMANA,PLX4720,0.7003
OVSAHO,PLX4720,0.02867
P12-ICHIKAWA,PLX4720,0.5583
P31/FUJ,PLX4720,0.3729
P3HR-1,PLX4720,0
Panc 02.03,PLX4720,0.1131
Panc 03.27,PLX4720,0.2345
Panc 04.03,PLX4720,0.09336
Panc 10.05,PLX4720,0.1674
PA-TU-8902,PLX4720,0.2355
PC-14,PLX4720,0.3088
PC-3,PLX4720,0.1995
Pfeiffer,PLX4720,0.484
PK-1,PLX4720,0.4061
PK-45H,PLX4720,0.6814
PK-59,PLX4720,0.01353
PL45,PLX4720,0.2093
PLC/PRF/5,PLX4720,0.2036
PSN1,PLX4720,0.07306
QGP-1,PLX4720,0.6036
Raji,PLX4720,0.121
RD,PLX4720,0.1876
Reh,PLX4720,0.8706
RERF-GC-1B,PLX4720,0.5411
RERF-LC-AI,PLX4720,0.1812
RERF-LC-MS,PLX4720,0.482
RKN,PLX4720,0.1845
RKO,PLX4720,0.9622
RL95-2,PLX4720,0.228
RPMI-7951,PLX4720,0.54
RPMI-8402,PLX4720,0.2035
RT-112,PLX4720,0.02544
RT4,PLX4720,0.3804
RVH-421,PLX4720,2.1201
Saos-2,PLX4720,0.2537
SBC-5,PLX4720,0.1305
SCaBER,PLX4720,0.2984
SCC-25,PLX4720,0.3717
SCC-9,PLX4720,0.2032
SF126,PLX4720,0.2292
SF-295,PLX4720,0.2133
SF8657,PLX4720,0.07781
SH-10-TC,PLX4720,0.1525
SHP-77,PLX4720,0.1171
SIG-M5,PLX4720,5.2178
SIMA,PLX4720,0.1373
SJRH30,PLX4720,0.1933
SJSA-1,PLX4720,0
SK-BR-3,PLX4720,0.19
SK-CO-1,PLX4720,0.4569
SK-ES-1,PLX4720,1.0572
SK-HEP-1,PLX4720,0.4923
SK-LMS-1,PLX4720,0.7352
SK-LU-1,PLX4720,0.5841
SK-MEL-2,PLX4720,0.4425
SK-MEL-24,PLX4720,1.0325
SK-MEL-30,PLX4720,0.0465
SK-MEL-31,PLX4720,0.4061
SK-MEL-5,PLX4720,2.0478
SK-MES-1,PLX4720,1.0515
SK-MM-2,PLX4720,0.3525
SK-N-AS,PLX4720,0.07928
SK-N-BE(2),PLX4720,0.0524
SK-N-DZ,PLX4720,0.1446
SK-N-FI,PLX4720,0.2167
SK-N-SH,PLX4720,0.8964
SK-OV-3,PLX4720,0.3349
SNG-M,PLX4720,0.2797
SNU-1,PLX4720,0.1584
SNU-16,PLX4720,0.6333
SNU-182,PLX4720,0.3584
SNU-387,PLX4720,1.2764
SNU-398,PLX4720,0.7115
SNU-423,PLX4720,0.1018
SNU-449,PLX4720,0.3743
SNU-475,PLX4720,0.6943
SNU-C2A,PLX4720,0.05934
SNU-C2B,PLX4720,0.4886
Sq-1,PLX4720,0.5213
SU.86.86,PLX4720,0.2061
SU-DHL-10,PLX4720,0
SU-DHL-4,PLX4720,1.988
SU-DHL-6,PLX4720,1.3646
SU-DHL-8,PLX4720,1.6986
SUIT-2,PLX4720,0.2664
SUP-M2,PLX4720,0.1102
SUP-T1,PLX4720,0.3396
SW 1088,PLX4720,0.4742
SW 1271,PLX4720,0.5061
SW 1353,PLX4720,0.414
SW1417,PLX4720,1.6968
SW 1573,PLX4720,0.4281
SW 1990,PLX4720,0.6876
SW403,PLX4720,0.1555
SW48,PLX4720,0
SW480,PLX4720,0.08871
SW579,PLX4720,0.632
SW620,PLX4720,0.09719
SW 780,PLX4720,0.1303
SW 900,PLX4720,0.01962
T24,PLX4720,0.9257
T3M-10,PLX4720,0.1352
T-47D,PLX4720,0.04939
T84,PLX4720,0.5119
T98G,PLX4720,0.6113
TC-71,PLX4720,0.04168
TCCSUP,PLX4720,0.1503
TE-1,PLX4720,0.3786
TE-15,PLX4720,1.5586
TE-5,PLX4720,0.06209
TE 617.T,PLX4720,0.03409
TE-9,PLX4720,0.4148
TEN,PLX4720,0.8197
Toledo,PLX4720,0
TOV-112D,PLX4720,0.05898
TOV-21G,PLX4720,0.6667
TT2609-C02,PLX4720,0.1878
TYK-nu,PLX4720,0.1161
U-118 MG,PLX4720,0.09208
U-2 OS,PLX4720,0.6723
U-87 MG,PLX4720,0.02147
U-937,PLX4720,0.3454
UACC-257,PLX4720,2.0796
UACC-62,PLX4720,3.0249
UACC-812,PLX4720,0
UM-UC-3,PLX4720,0.2678
VMRC-LCD,PLX4720,0.4482
VMRC-RCW,PLX4720,0.01988
VMRC-RCZ,PLX4720,0.4771
WM-115,PLX4720,0.691
WM1799,PLX4720,1.9707
WM-266-4,PLX4720,1.5993
WM-793,PLX4720,1.3967
WM-88,PLX4720,3.4382
WM-983B,PLX4720,3.138
YKG1,PLX4720,0.241
ZR-75-1,PLX4720,0.5641
ZR-75-30,PLX4720,0.02117
1321N1,RAF265,1.0814
22Rv1,RAF265,0.8884
5637,RAF265,1.6212
639-V,RAF265,1.2339
697,RAF265,3.4219
769-P,RAF265,2.1399
786-O,RAF265,1.4951
8305C,RAF265,2.2858
8505C,RAF265,1.9139
A172,RAF265,1.3704
A-204,RAF265,2.2706
A2058,RAF265,0.9206
A-253,RAF265,1.4631
A2780,RAF265,2.0551
A-375,RAF265,2.2543
A549,RAF265,1.4266
A-673,RAF265,1.9556
ACHN,RAF265,2.388
ALL-SIL,RAF265,2.4329
AMO-1,RAF265,1.805
AN3 CA,RAF265,1.095
AsPC-1,RAF265,1.5547
AU565,RAF265,1.5268
AZ-521,RAF265,2.1786
B-CPAP,RAF265,2.1509
BDCM,RAF265,0.6449
BFTC-909,RAF265,0.6164
BGC-823,RAF265,0.6317
BL-41,RAF265,0.8231
BL-70,RAF265,1.2478
BT-20,RAF265,0.9371
BT-474,RAF265,0.6517
BT-549,RAF265,2.1067
C2BBe1,RAF265,1.1062
C32,RAF265,1.1826
C3A,RAF265,1.1223
Caki-2,RAF265,1.5667
CAL 27,RAF265,1.0867
CAL-78,RAF265,1.7244
CAL-85-1,RAF265,2.3477
Calu-1,RAF265,1.5971
Calu-3,RAF265,0.8645
CAMA-1,RAF265,0.8191
Capan-2,RAF265,0.8736
CAS-1,RAF265,0.7917
CCK-81,RAF265,0.7362
CHL-1,RAF265,2.3918
CHP-212,RAF265,1.0626
CI-1,RAF265,1.6558
CMK-86,RAF265,2.7366
COLO 201,RAF265,2.4944
COLO 205,RAF265,2.1484
COLO-320,RAF265,2.8689
COLO-677,RAF265,1.6429
COLO-678,RAF265,1.3644
COLO-679,RAF265,2.4244
COLO-699,RAF265,1.9941
COR-L105,RAF265,0.9254
COR-L23,RAF265,1.2001
COV318,RAF265,0.848
COV504,RAF265,1.4015
Daoy,RAF265,0.9778
DBTRG-05MG,RAF265,2.5702
DEL,RAF265,2.3549
Detroit 562,RAF265,0.6876
DK-MG,RAF265,1.3524
DMS 114,RAF265,1.6543
DOHH-2,RAF265,2.2879
DOV13,RAF265,1.9122
DU 145,RAF265,2.4128
EB1,RAF265,1.5524
EB2,RAF265,0.4712
EBC-1,RAF265,1.6179
EFE-184,RAF265,0.8661
EFM-19,RAF265,1.4292
EFO-21,RAF265,1.9322
EFO-27,RAF265,2.0174
EM-2,RAF265,2.7795
EN,RAF265,0.5043
ES-2,RAF265,1.8373
F-36P,RAF265,3.882
FaDu,RAF265,1.672
FU97,RAF265,1.4073
FU-OV-1,RAF265,1.4192
G-361,RAF265,2.7873
G-401,RAF265,2.3576
G-402,RAF265,1.6359
GB-1,RAF265,2.6337
GCIY,RAF265,0.5924
GCT,RAF265,2.8929
GLC-82,RAF265,1.553
GMS-10,RAF265,1.283
GRANTA-519,RAF265,1.0915
H4,RAF265,1.4272
HARA,RAF265,1.0923
HCC1187,RAF265,0.5931
HCC-15,RAF265,1.6292
HCC1569,RAF265,0.2124
HCC1806,RAF265,2.0956
HCC1954,RAF265,1.2052
HCC2935,RAF265,1.1716
HCC4006,RAF265,1.8457
HCC-44,RAF265,1.5482
HCC-56,RAF265,0.5951
HCC70,RAF265,0.7232
HCC-78,RAF265,0.1753
HCT 116,RAF265,2.0303
HCT-15,RAF265,2.4916
HDQ-P1,RAF265,2.0498
HEC-151,RAF265,2.8886
HEC-1-A,RAF265,1.6598
HEC-1-B,RAF265,1.62
HEC-251,RAF265,2.0805
HEC-265,RAF265,2.5085
HEC-59,RAF265,2.0355
HEC-6,RAF265,1.5241
HEL 92.1.7,RAF265,0.9991
Hep 3B2.1-7,RAF265,1.377
Hep G2,RAF265,1.58
Hey-A8,RAF265,2.2513
HGC-27,RAF265,1.6065
HH,RAF265,1.0966
HLE,RAF265,0.8976
HLF,RAF265,1.3733
HMC-1-8,RAF265,0.4812
HMCB,RAF265,2.3833
HOS,RAF265,1.3312
HPAC,RAF265,1.6427
HPAF-II,RAF265,0.9446
Hs 229.T,RAF265,0.8349
Hs 294T,RAF265,1.4222
Hs 578T,RAF265,1.2571
Hs 683,RAF265,1.1058
Hs 695T,RAF265,1.2493
Hs 729,RAF265,1.433
Hs 739.T,RAF265,1.6582
Hs 746T,RAF265,2.2018
Hs 766T,RAF265,1.8703
Hs 840.T,RAF265,2.4224
Hs 852.T,RAF265,1.1536
Hs 895.T,RAF265,2.7976
Hs 936.T,RAF265,0.6888
Hs 939.T,RAF265,1.0122
Hs 944.T,RAF265,2.182
HSC-2,RAF265,0.6273
HT,RAF265,1.7105
HT-1080,RAF265,1.7451
HT-1197,RAF265,1.8252
HT-1376,RAF265,2.1599
HT-144,RAF265,2.8681
HT-29,RAF265,2.0208
HuCCT1,RAF265,1.6195
huH-1,RAF265,1.0498
HUP-T3,RAF265,0.9198
HUP-T4,RAF265,2.2658
HuT 78,RAF265,1.7692
IA-LM,RAF265,2.2068
IGR-37,RAF265,2.0066
IGR-39,RAF265,1.7809
IGROV1,RAF265,1.889
IM95,RAF265,1.4441
IMR-32,RAF265,1.7529
IPC-298,RAF265,3.249
IST-MES1,RAF265,1.468
IST-MES2,RAF265,3.3988
J82,RAF265,0.6166
JHH-2,RAF265,1.0566
JHH-4,RAF265,0.9857
JHH-5,RAF265,1.0799
JHH-6,RAF265,0.3966
JHOS-2,RAF265,1.0853
JHOS-4,RAF265,1.1065
JM1,RAF265,0.5594
JMSU-1,RAF265,2.4805
JURKAT,RAF265,3.086
JVM-3,RAF265,4.4472
K029AX,RAF265,2.2205
KALS-1,RAF265,2.2201
KARPAS-299,RAF265,1.0229
KARPAS-422,RAF265,2.5356
KARPAS-620,RAF265,1.2707
KASUMI-2,RAF265,2.2936
KCL-22,RAF265,2.4167
KE-39,RAF265,1.2418
KE-97,RAF265,2.7114
KG-1,RAF265,2.8447
KHM-1B,RAF265,1.0632
KLE,RAF265,1.1131
KMBC-2,RAF265,1.3711
KMM-1,RAF265,1.0642
KMRC-1,RAF265,1.3821
KMRC-2,RAF265,1.4841
KMS-11,RAF265,2.4387
KMS-12-BM,RAF265,2.193
KMS-26,RAF265,0.6449
KMS-34,RAF265,1.1614
KNS-42,RAF265,1.378
KNS-60,RAF265,1.4383
KNS-62,RAF265,0.5655
KNS-81,RAF265,1.6155
KO52,RAF265,3.1142
KP-1N,RAF265,0.9599
KP-1NL,RAF265,0.8604
KP-2,RAF265,0.894
KP-3,RAF265,1.4921
KP4,RAF265,1.5502
KP-N-SI9s,RAF265,1.9702
KU812,RAF265,2.0601
KURAMOCHI,RAF265,1.5177
KYSE-150,RAF265,0.8829
KYSE-30,RAF265,1.0124
KYSE-410,RAF265,0.822
KYSE-520,RAF265,1.0794
L3.3,RAF265,2.1702
L-363,RAF265,3.0544
L-428,RAF265,2.5285
LC-1/sq-SF,RAF265,0.9703
LCLC-103H,RAF265,1.366
LN-18,RAF265,1.8471
LN-229,RAF265,1.5223
LOU-NH91,RAF265,1.3319
LOX IMVI,RAF265,1.3366
LP-1,RAF265,1.0413
LS123,RAF265,0.8473
LS411N,RAF265,1.4663
LS513,RAF265,2.0386
LU99,RAF265,2.4714
LUDLU-1,RAF265,1.674
M059J,RAF265,1.6799
Malme-3M,RAF265,2.8473
MB 157,RAF265,1.4788
MC116,RAF265,0.0784
MCAS,RAF265,0.9551
MCF7,RAF265,0.01511
MDA-MB-157,RAF265,1.9967
MDA-MB-175-VII,RAF265,0.8396
MDA-MB-415,RAF265,1.4923
MDA-MB-435S,RAF265,1.8795
MDA-MB-436,RAF265,1.4521
MDA-MB-453,RAF265,1.3141
MDA-MB-468,RAF265,1.9761
MEC-1,RAF265,2.5952
MEG-01,RAF265,2.2312
MEL-HO,RAF265,2.1681
MES-SA,RAF265,1.1019
MeWo,RAF265,0.9187
MFE-280,RAF265,1.5917
MFE-296,RAF265,1.9443
MG-63,RAF265,0.9168
MHH-ES-1,RAF265,3.2481
MIA PaCa-2,RAF265,1.3487
Mino,RAF265,2.1272
MJ,RAF265,0.8468
MKN-45,RAF265,2.3323
MKN7,RAF265,1.1364
MKN74,RAF265,1.438
MOG-G-CCM,RAF265,0.3428
MOLP-8,RAF265,1.4718
MOLT-16,RAF265,3.5251
MONO-MAC-1,RAF265,3.289
MPP 89,RAF265,1.4205
MSTO-211H,RAF265,2.1076
NCI-H1048,RAF265,1.8268
NCI-H1092,RAF265,0.6779
NCI-H1184,RAF265,0.4474
NCI-H1299,RAF265,2.203
NCI-H1339,RAF265,1.5553
NCI-H1341,RAF265,1.632
NCI-H1355,RAF265,2.1873
NCI-H1373,RAF265,1.3576
NCI-H1563,RAF265,0.9544
NCI-H1568,RAF265,2.3001
NCI-H1573,RAF265,1.2461
NCI-H1581,RAF265,0.665
NCI-H1648,RAF265,2.1058
NCI-H1650,RAF265,1.2499
NCI-H1651,RAF265,0.919
NCI-H1666,RAF265,1.8098
NCI-H1693,RAF265,1.9118
NCI-H1694,RAF265,1.1519
NCI-H1792,RAF265,1.9411
NCI-H1793,RAF265,1.0381
NCI-H1869,RAF265,1.5432
NCI-H1915,RAF265,2.7444
NCI-H1944,RAF265,0.3902
NCI-H1975,RAF265,1.6132
NCI-H2009,RAF265,1.5606
NCI-H2023,RAF265,0.8588
NCI-H2030,RAF265,2.3273
NCI-H2052,RAF265,2.517
NCI-H2085,RAF265,0.981
NCI-H2087,RAF265,1.5063
NCI-H211,RAF265,1.3993
NCI-H2122,RAF265,2.0903
NCI-H2170,RAF265,1.4324
NCI-H2172,RAF265,0.1744
NCI-H2228,RAF265,1.6848
NCI-H226,RAF265,1.3318
NCI-H2286,RAF265,3.5476
NCI-H23,RAF265,2.016
NCI-H2444,RAF265,0.9508
NCI-H2452,RAF265,2.2147
NCI-H28,RAF265,1.0461
NCI-H322,RAF265,1.2485
NCI-H3255,RAF265,0.828
NCI-H358,RAF265,1.9399
NCI-H441,RAF265,0.9033
NCI-H460,RAF265,0.9633
NCI-H520,RAF265,1.3047
NCI-H522,RAF265,1.1235
NCI-H647,RAF265,0.23
NCI-H650,RAF265,1.4552
NCI-H661,RAF265,0.6757
NCI-H727,RAF265,0.4526
NCI-H747,RAF265,0.9015
NCI-H810,RAF265,0.6182
NCI-N87,RAF265,1.8996
NCO2,RAF265,2.5185
NIH:OVCAR-3,RAF265,2.0829
NUGC-3,RAF265,1.7195
NUGC-4,RAF265,0.6769
OC 314,RAF265,1.5412
OC 315,RAF265,1.3615
OC 316,RAF265,1.2236
OCI-AML2,RAF265,1.8252
OCI-AML5,RAF265,1.8725
OCI-LY10,RAF265,0.7123
OCUM-1,RAF265,1.3903
OE21,RAF265,1.8998
OE33,RAF265,1.5374
ONCO-DG-1,RAF265,1.8703
ONS-76,RAF265,1.4977
OPM-2,RAF265,0.09803
OV-90,RAF265,1.9905
OVCAR-4,RAF265,1.3031
OVCAR-8,RAF265,1.7808
OVMANA,RAF265,1.5302
OVSAHO,RAF265,0.7466
OVTOKO,RAF265,2.134
P12-ICHIKAWA,RAF265,2.289
P31/FUJ,RAF265,3.1639
P3HR-1,RAF265,0.01284
Panc 02.03,RAF265,0.9657
Panc 03.27,RAF265,2.1313
Panc 04.03,RAF265,0.688
Panc 10.05,RAF265,0.7633
PC-3,RAF265,1.2956
Pfeiffer,RAF265,3.2177
PK-1,RAF265,1.8609
PK-45H,RAF265,1.7126
PK-59,RAF265,1.4062
PL45,RAF265,0.4156
PLC/PRF/5,RAF265,2.0258
Raji,RAF265,0.5103
RD,RAF265,1.5202
RERF-GC-1B,RAF265,0.4918
RERF-LC-AI,RAF265,1.7063
RERF-LC-MS,RAF265,0.4206
RKN,RAF265,0.9769
RKO,RAF265,1.7043
RL95-2,RAF265,2.0185
RPMI-7951,RAF265,1.3954
RPMI-8402,RAF265,1.9536
RT-112,RAF265,0.9746
RT4,RAF265,1.4049
RVH-421,RAF265,1.518
Saos-2,RAF265,1.8359
SBC-5,RAF265,0.5404
SCaBER,RAF265,1.258
SCC-25,RAF265,1.4881
SCC-9,RAF265,1.5306
SF126,RAF265,1.8753
SF-295,RAF265,1.337
SF8657,RAF265,1.4917
SH-10-TC,RAF265,1.0873
SHP-77,RAF265,0.4491
SIG-M5,RAF265,3.8609
SIMA,RAF265,2.1238
SJRH30,RAF265,1.2862
SJSA-1,RAF265,1.1671
SK-BR-3,RAF265,1.4072
SK-CO-1,RAF265,1.0695
SK-ES-1,RAF265,2.7301
SK-HEP-1,RAF265,2.3493
SK-LU-1,RAF265,2.0361
SK-MEL-2,RAF265,1.6529
SK-MEL-24,RAF265,1.1696
SK-MEL-30,RAF265,1.63
SK-MEL-31,RAF265,0.9376
SK-MEL-5,RAF265,3.0013
SK-MM-2,RAF265,2.9091
SK-N-BE(2),RAF265,0.6933
SK-N-DZ,RAF265,0.6303
SK-N-FI,RAF265,1.5365
SK-N-SH,RAF265,1.9759
SK-OV-3,RAF265,1.9759
SNG-M,RAF265,2.4101
SNU-1,RAF265,1.8226
SNU-16,RAF265,2.3484
SNU-182,RAF265,0.837
SNU-398,RAF265,1.397
SNU-423,RAF265,0.6721
SNU-449,RAF265,0.8266
SNU-475,RAF265,1.972
SNU-C2A,RAF265,0.8695
SNU-C2B,RAF265,0.6327
SU.86.86,RAF265,1.1501
SU-DHL-10,RAF265,0.838
SU-DHL-4,RAF265,1.5231
SU-DHL-6,RAF265,1.4077
SU-DHL-8,RAF265,1.7772
SUIT-2,RAF265,1.8839
SUP-M2,RAF265,0.5358
SUP-T1,RAF265,0.2498
SW 1088,RAF265,1.2931
SW 1271,RAF265,1.3744
SW 1353,RAF265,1.5052
SW1417,RAF265,1.7389
SW 1990,RAF265,1.7576
SW403,RAF265,0.7067
SW48,RAF265,1.1192
SW480,RAF265,1.3007
SW579,RAF265,1.8535
SW620,RAF265,1.2912
SW 780,RAF265,0.5686
SW 900,RAF265,0.6137
T24,RAF265,2.9719
T3M-10,RAF265,1.5229
T-47D,RAF265,1.4747
T84,RAF265,0.8543
T98G,RAF265,1.4113
TC-71,RAF265,0.2494
TCCSUP,RAF265,0.7076
TE 617.T,RAF265,2.4682
TE-9,RAF265,1.3055
TEN,RAF265,0.67
Toledo,RAF265,0.09724
TOV-112D,RAF265,1.6093
TOV-21G,RAF265,3.3561
TT2609-C02,RAF265,3.237
TYK-nu,RAF265,1.3677
U-118 MG,RAF265,1.1127
U-2 OS,RAF265,1.249
U-87 MG,RAF265,1.4162
U-937,RAF265,1.2268
UACC-257,RAF265,1.2821
UACC-62,RAF265,2.0133
UACC-812,RAF265,0.7273
UM-UC-3,RAF265,0.4746
VMRC-LCD,RAF265,0.4546
VMRC-RCW,RAF265,0.4277
VMRC-RCZ,RAF265,1.7293
WM-115,RAF265,0.5653
WM1799,RAF265,2.7048
WM-266-4,RAF265,1.965
WM-793,RAF265,2.3233
WM-88,RAF265,2.9728
WM-983B,RAF265,3.6745
ZR-75-1,RAF265,0.5897
ZR-75-30,RAF265,1.5955
1321N1,TAE684,1.3531
22Rv1,TAE684,1.3712
42-MG-BA,TAE684,1.7799
5637,TAE684,1.1746
639-V,TAE684,1.3417
697,TAE684,3.2246
769-P,TAE684,0.7222
786-O,TAE684,0.5023
8305C,TAE684,1.5978
8505C,TAE684,0.6554
8-MG-BA,TAE684,1.5204
A172,TAE684,1.4006
